Date,y,state,p_state_0,p_state_1,p_state_2
2025-02-07,-2.0935154023332982,1,0.25893078013831333,0.482844488320433,0.2582247315413037
2025-02-10,-2.2569081499974852,0,0.4018961864036911,0.37932534642032656,0.21877846717597602
2025-02-11,-2.346983401213876,1,0.383976500010489,0.4166593582147496,0.1993641417747954
2025-02-12,-2.362943308105916,1,0.3199794659746873,0.4619067467276579,0.21811378729759856
2025-02-13,-2.254908866516434,1,0.2849319807425669,0.357788651061877,0.35727936819561573
2025-02-14,-2.3077935217569236,1,0.3773180907591292,0.5147028735140576,0.10797903572688425
2025-02-18,-2.4209307563510425,1,0.33413235440809286,0.39619627088039483,0.2696713747116124
2025-02-19,-2.4603675478497484,0,0.44258980987487395,0.29749118879887726,0.25991900132627827
2025-02-20,-2.4155577809723345,0,0.3722794988583002,0.34951238988930705,0.2782081112523124
2025-02-21,-2.0691774149025317,2,0.2780763795082106,0.33596784998769536,0.3859557705041888
2025-02-24,-2.121021166796456,2,0.2538297917209721,0.3250130151266731,0.4211571931524014
2025-02-25,-2.170884817510702,2,0.27566126309993993,0.23651178049989868,0.48782695640023316
2025-02-26,-2.1722145421664956,2,0.2634536374547034,0.33653771157272067,0.4000086509726887
2025-02-27,-2.0037103630940045,2,0.21189869539983933,0.3503680517786333,0.43773325282152564
2025-02-28,-1.8949844995651337,1,0.3124409056019858,0.4328394741319288,0.25471962026609507
2025-03-03,-1.7891357042584626,0,0.40514191655666215,0.3146639206463147,0.28019416279703996
2025-03-04,-1.7981433261434105,1,0.16871171393035592,0.4457808145534083,0.38550747151623804
2025-03-05,-1.7056528211014774,2,0.1497698773609392,0.3416342135408021,0.5085959090982379
2025-03-06,-1.646797283728935,2,0.10242151868330672,0.26049473247116445,0.6370837488455803
2025-03-07,-1.6573007917333218,2,0.05119212000242973,0.43195456991124215,0.5168533100862346
2025-03-10,-1.5015807294659398,2,0.012002553459261892,0.15325499141711954,0.8347424551236476
2025-03-11,-1.5012606222505775,2,0.03920209690898997,0.1449000349245245,0.8158978681664708
2025-03-12,-1.4767012321956783,2,0.021186721277335126,0.07806522476232604,0.9007480539603755
2025-03-13,-1.4893336418051937,2,0.07369543117780136,0.2146228025732173,0.7116817662489088
2025-03-14,-1.4286246175323516,2,0.032246463040606466,0.27738474176571026,0.6903687951936489
2025-03-17,-1.4391261252728509,2,0.1132639473323396,0.30751543284469113,0.5792206198228937
2025-03-18,-1.4435750861443253,2,0.08547507926556094,0.12000126591980637,0.7945236548147169
2025-03-19,-1.4426138978490706,2,0.09363037271955924,0.11479426216614438,0.7915753651141845
2025-03-20,-1.510086493305958,2,0.14363928260935224,0.29522866263219727,0.5611320547584578
2025-03-21,-1.5251996445871527,2,0.15828836300337568,0.08539601534070053,0.7563156216559793
